repo,file_path,lines_of_code,unique_authors_12m,dominant_author,dominant_author_share,bus_factor_single_dev,churn_12m,risk_score
junit5,junit-jupiter-params/src/main/java/org/junit/jupiter/params/aggregator/DefaultArgumentsAccessor.java,150,3,Marc Philipp,0.935064935064935,False,146,3
junit5,junit-jupiter-params/src/main/java/org/junit/jupiter/params/aggregator/ArgumentsAggregator.java,95,2,Marc Philipp,0.9722222222222222,False,44,3
junit5,junit-jupiter-params/src/main/java/org/junit/jupiter/params/ParameterizedTestContext.java,89,2,Marc Philipp,0.946236559139785,False,97,3
junit5,junit-jupiter-params/src/main/java/org/junit/jupiter/params/ParameterizedInvocationContext.java,91,4,Marc Philipp,0.9519230769230768,False,117,3
junit5,junit-jupiter-params/src/main/java/org/junit/jupiter/params/ParameterizedClassContext.java,179,3,Marc Philipp,0.9767441860465116,False,337,3
checkstyle,src/test/java/com/puppycrawl/tools/checkstyle/internal/utils/XdocUtil.java,265,4,smita_1078,0.934065934065934,False,100,3
checkstyle,src/test/resources-noncompilable/com/puppycrawl/tools/checkstyle/checks/annotation/suppresswarnings/InputSuppressWarningsExpandedNonConstant7.java,113,2,Abhishek Bansode,0.9565217391304348,False,35,3
checkstyle,src/test/resources-noncompilable/com/puppycrawl/tools/checkstyle/checks/annotation/suppresswarnings/InputSuppressWarningsExpandedNonConstant6.java,115,2,Abhishek Bansode,0.9655172413793104,False,44,3
checkstyle,src/test/resources-noncompilable/com/puppycrawl/tools/checkstyle/checks/annotation/suppresswarnings/InputSuppressWarningsExpandedNonConstant5.java,116,2,Abhishek Bansode,0.967741935483871,False,47,3
checkstyle,src/test/resources-noncompilable/com/puppycrawl/tools/checkstyle/checks/annotation/suppresswarnings/InputSuppressWarningsExpandedNonConstant3.java,113,2,Abhishek Bansode,0.9615384615384616,False,40,3
checkstyle,src/test/resources-noncompilable/com/puppycrawl/tools/checkstyle/checks/annotation/suppresswarnings/InputSuppressWarningsExpandedNonConstant2.java,113,2,Abhishek Bansode,0.9565217391304348,False,35,3
checkstyle,src/test/resources-noncompilable/com/puppycrawl/tools/checkstyle/checks/annotation/suppresswarnings/InputSuppressWarningsExpandedNonConstant1.java,110,3,Abhishek Bansode,0.9047619047619048,False,33,3
checkstyle,src/test/resources-noncompilable/com/puppycrawl/tools/checkstyle/checks/annotation/suppresswarnings/InputSuppressWarningsCompactNonConstant6.java,113,2,Abhishek Bansode,0.9565217391304348,False,35,3
checkstyle,src/test/resources-noncompilable/com/puppycrawl/tools/checkstyle/checks/annotation/suppresswarnings/InputSuppressWarningsCompactNonConstant5.java,114,2,Abhishek Bansode,0.96,False,38,3
checkstyle,src/test/resources-noncompilable/com/puppycrawl/tools/checkstyle/checks/annotation/suppresswarnings/InputSuppressWarningsCompactNonConstant4.java,115,2,Abhishek Bansode,0.9629629629629628,False,41,3
checkstyle,src/test/resources-noncompilable/com/puppycrawl/tools/checkstyle/checks/annotation/suppresswarnings/InputSuppressWarningsCompactNonConstant2.java,113,2,Abhishek Bansode,0.9565217391304348,False,35,3
checkstyle,src/test/resources-noncompilable/com/puppycrawl/tools/checkstyle/checks/annotation/suppresswarnings/InputSuppressWarningsCompactNonConstant1.java,112,3,Abhishek Bansode,0.9090909090909092,False,34,3
mybatis-3,src/test/java/org/apache/ibatis/builder/XmlConfigBuilderTest.java,378,2,Jeremy Landis,0.9574468085106383,False,94,3
junit5,junit-jupiter-params/src/main/java/org/junit/jupiter/params/provider/MethodArgumentsProvider.java,189,2,Marc Philipp,0.9736842105263158,False,72,3
junit5,junit-jupiter-params/src/main/java/org/junit/jupiter/params/provider/FieldArgumentsProvider.java,165,3,Marc Philipp,0.945945945945946,False,70,3
guava,android/guava/src/com/google/common/graph/BaseGraph.java,83,2,Google Java Core Libraries,0.978494623655914,False,514,3
guava,android/guava/src/com/google/common/graph/ArchetypeGraph.java,191,2,Google Java Core Libraries,0.9845360824742267,False,585,3
guava,android/guava/src/com/google/common/graph/AbstractBaseGraph.java,334,2,Google Java Core Libraries,0.9851301115241636,False,408,3
junit5,junit-jupiter-params/src/main/java/org/junit/jupiter/params/provider/EmptyArgumentsProvider.java,105,2,Marc Philipp,0.9285714285714286,False,27,3
junit5,junit-jupiter-params/src/main/java/org/junit/jupiter/params/provider/CsvReaderFactory.java,214,3,Vladimir Dmitrienko,0.9506726457399104,False,232,3
junit5,junit-jupiter-params/src/main/java/org/junit/jupiter/params/provider/ArgumentsProvider.java,90,3,Marc Philipp,0.9056603773584906,False,66,3
junit5,junit-platform-commons/src/main/java/org/junit/platform/commons/support/ModifierSupport.java,269,2,Marc Philipp,0.967741935483871,False,34,3
junit5,junit-platform-commons/src/main/java/org/junit/platform/commons/logging/LoggerFactory.java,185,2,Marc Philipp,0.9285714285714286,False,30,3
guava,android/guava/src/com/google/common/collect/Table.java,295,2,cpovirk,0.9411764705882352,False,38,3
junit5,junit-platform-commons/src/main/java/org/junit/platform/commons/JUnitException.java,50,2,Marc Philipp,0.9444444444444444,False,22,3
mybatis-3,src/test/java/org/apache/ibatis/builder/ResultMappingConstructorResolverTest.java,352,2,Willie Scholtz,0.9615384615384616,False,376,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/annotation/suppresswarnings/InputSuppressWarningsSingle1.java,105,2,Abhishek Bansode,0.9333333333333332,False,23,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/avoidescapedunicodecharacters/InputAvoidEscapedUnicodeCharacters4One.java,104,2,vivek-0509,0.9583333333333334,False,72,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/coding/magicnumber/InputMagicNumberIgnoreFieldDeclaration1.java,110,2,ivanmalutin,0.9,False,51,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/coding/magicnumber/InputMagicNumberDefault1.java,107,2,ivanmalutin,0.9032258064516128,False,53,3
mybatis-3,src/test/java/org/apache/ibatis/binding/BoundBlogMapper.java,268,2,Jeremy Landis,0.95,False,42,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/coding/magicnumber/InputMagicNumberIgnoreNone1.java,118,2,ivanmalutin,0.953125,False,117,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/coding/magicnumber/InputMagicNumberIgnoreHashCodeMethod1.java,110,2,ivanmalutin,0.9032258064516128,False,53,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/coding/patternvariableassignment/InputPatternVariableAssignmentCheck2.java,91,2,ivanmalutin,0.9565217391304348,False,24,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/coding/unusedcatchparametershouldbeunnamed/InputUnusedCatchParameterShouldBeUnnamedInsideAnonClass.java,117,2,gianmarco,0.9,False,19,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationCustomAnnotation.java,96,2,Hariom,1.0,False,227,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationCtorCall.java,81,2,voidCounter,1.0,False,206,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationCorrectMultipleAnnotationsWithWrappedLines.java,117,2,voidCounter,1.0,False,323,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationCodeBlocks2.java,63,2,voidCounter,0.9827586206896552,False,116,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationCheckSwitchExpressionDeclarationLCurlyNewLine.java,64,2,voidCounter,0.981132075471698,False,106,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationCheckSwitchExpressionDeclaration.java,62,2,voidCounter,0.9838709677419356,False,124,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationCheckSwitchExpressionCorrect.java,66,2,voidCounter,0.984126984126984,False,126,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationCheckSwitchExpression.java,67,2,voidCounter,0.984375,False,128,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationCheckSingleSwitchStatementsWithoutCurly.java,64,2,voidCounter,0.9836065573770492,False,122,3
mybatis-3,src/main/java/org/apache/ibatis/scripting/xmltags/DynamicContext.java,195,2,Iwao AVE!,0.9583333333333334,False,41,3
junit5,junit-platform-commons/src/main/java/org/junit/platform/commons/util/StringUtils.java,362,4,Marc Philipp,0.9090909090909092,False,91,3
junit5,junit-platform-commons/src/main/java/org/junit/platform/commons/util/Preconditions.java,343,2,Marc Philipp,0.987012987012987,False,128,3
junit5,junit-platform-commons/src/main/java/org/junit/platform/commons/util/KotlinReflectionUtils.java,170,2,Marc Philipp,0.9895287958115184,False,212,3
junit5,junit-platform-commons/src/main/java/org/junit/platform/commons/support/conversion/StringToJavaTimeConverter.java,65,2,Marc Philipp,0.9565217391304348,False,46,3
junit5,junit-platform-commons/src/main/java/org/junit/platform/commons/support/ResourceSupport.java,241,2,Marc Philipp,0.9094650205761317,False,245,3
mybatis-3,src/main/java/org/apache/ibatis/reflection/ParamNameResolver.java,244,2,Iwao AVE!,1.0,False,27,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationLambda1.java,116,2,Hariom,0.9661016949152542,False,346,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationLabels.java,115,2,voidCounter,1.0,False,280,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationInvalidIfIndent.java,110,2,Hariom,1.0,False,377,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationInvalidClassDefIndent.java,88,2,Hariom,1.0,False,223,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationInvalidBlockIndent.java,91,2,voidCounter,1.0,False,190,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationTextBlock.java,119,2,voidCounter,0.9871794871794872,False,156,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationSwitchOnStartOfLine.java,56,2,voidCounter,0.9803921568627452,False,102,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationSwitchExpressionWrappingIndentation.java,69,2,voidCounter,0.984126984126984,False,126,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationRecordsAndCompactCtors.java,63,2,voidCounter,0.984375,False,128,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationMultilineStatements.java,82,2,voidCounter,0.984126984126984,False,126,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationLongConcatenatedString.java,116,2,voidCounter,1.0,False,1349,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationLineWrappedRecordDeclaration.java,86,2,voidCounter,0.9885057471264368,False,174,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationLambdaChild.java,56,2,voidCounter,0.9787234042553192,False,94,3
guava,android/guava-tests/test/com/google/common/util/concurrent/CallablesTest.java,128,2,cpovirk,1.0,False,51,3
guava,android/guava/src/com/google/common/base/Supplier.java,71,2,Kurt Alfred Kluever,0.9333333333333332,False,17,3
guava,android/guava/src/com/google/common/base/StandardSystemProperty.java,164,2,cpovirk,1.0,False,10,3
junit5,junit-platform-commons/src/testFixtures/java/org/junit/platform/commons/test/ConcurrencyTestingUtils.java,76,2,Marc Philipp,0.9090909090909092,False,15,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/EngineDiscoveryRequest.java,116,3,Marc Philipp,0.9393939393939394,False,47,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/DefaultDiscoveryIssue.java,122,2,Marc Philipp,0.9844961240310076,False,136,3
guava,android/guava-tests/test/com/google/common/collect/ObjectArraysTest.java,242,2,cpovirk,0.9444444444444444,False,36,3
junit5,junit-platform-console/src/main/java/org/junit/platform/console/ConsoleLauncher.java,53,2,Marc Philipp,0.9375,False,25,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationValidMethodIndent.java,94,2,voidCounter,1.0,False,297,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationValidIfIndent.java,110,2,voidCounter,1.0,False,370,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationValidBlockIndent.java,114,2,voidCounter,1.0,False,305,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationValidArrayInitIndent.java,117,2,voidCounter,1.0,False,238,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationYieldStatement.java,85,2,voidCounter,0.9875,False,160,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/indentation/indentation/InputIndentationYieldForceStrict.java,98,2,voidCounter,0.989010989010989,False,182,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodNoJavadocProtectedScope.java,71,2,smita_1078,1.0,False,74,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodNoJavadocOnlyPrivateScope.java,72,2,smita_1078,1.0,False,71,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodTags.java,96,2,smita_1078,1.0,False,366,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocmethod/InputJavadocMethodSurroundingAccessModifier.java,115,2,smita_1078,1.0,False,113,3
mybatis-3,src/main/java/org/apache/ibatis/executor/resultset/ResultSetWrapper.java,195,2,Iwao AVE!,0.9852941176470588,False,137,3
mybatis-3,src/main/java/org/apache/ibatis/executor/keygen/Jdbc3KeyGenerator.java,282,2,Iwao AVE!,0.9230769230769232,False,23,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadocparagraph/InputJavadocParagraphIncorrect4.java,69,2,mahfouz72,1.0,False,11,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/javadoctagcontinuationindentation/InputJavadocTagContinuationIndentationPreTag.java,115,2,Mohit Attry,0.9913793103448276,False,117,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/nonemptyatclausedescription/InputNonEmptyAtclauseDescriptionThree.java,66,2,Mohit Attry,0.9850746268656716,False,68,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/discovery/DiscoverySelectorIdentifierParsers.java,89,2,Marc Philipp,0.9,False,18,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/discovery/ClasspathResourceSelector.java,224,2,Marc Philipp,0.9821428571428572,False,84,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/discovery/ClassSelector.java,170,2,Marc Philipp,0.9285714285714286,False,26,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/TestEngine.java,201,2,Sam Brannen,0.967741935483871,False,53,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/FilterResult.java,114,2,Marc Philipp,0.9090909090909092,False,21,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/naming/methodname/InputMethodNameEqualClassName3.java,71,2,MD. Zaid,0.9166666666666666,False,21,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/naming/methodname/InputMethodNameEqualClassName2.java,73,2,MD. Zaid,0.9411764705882352,False,29,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/naming/methodname/InputMethodNameEqualClassName.java,85,2,MD. Zaid,0.9696969696969696,False,49,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/naming/membername/InputMemberNameSimpleThree.java,51,2,Amit Kumar Deohoria,0.9807692307692308,False,53,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/naming/membername/InputMemberNameSimpleOne.java,106,2,Amit Kumar Deohoria,0.9906542056074766,False,108,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/naming/methodname/InputMethodNameSimpleTwo.java,93,2,Amit Kumar Deohoria,0.9893617021276596,False,95,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/sizes/linelength/InputLineLengthSimple1One.java,82,2,abdelrhmansersawy,0.9879518072289156,False,84,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/sizes/linelength/InputLineLengthSimpleTwo.java,90,2,abdelrhmansersawy,0.989010989010989,False,92,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/sizes/linelength/InputLineLengthSimpleOne.java,81,2,abdelrhmansersawy,0.9878048780487804,False,83,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/sizes/linelength/InputLineLengthSimple1Two.java,91,2,abdelrhmansersawy,0.9891304347826086,False,93,3
mybatis-3,src/main/java/org/apache/ibatis/builder/ResultMappingConstructorResolver.java,382,2,Willie Scholtz,0.981958762886598,False,394,3
junit5,platform-tooling-support-tests/src/test/java/platform/tooling/support/tests/XmlAssertions.java,82,2,Marc Philipp,0.9830508474576272,False,192,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/support/descriptor/MethodSource.java,259,2,Marc Philipp,0.972972972972973,False,69,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/support/descriptor/ClasspathResourceSource.java,179,2,Marc Philipp,0.9090909090909092,False,18,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/support/descriptor/ClassSource.java,228,2,Marc Philipp,0.9444444444444444,False,31,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/discovery/ModuleSelector.java,129,3,Christian Stein,0.9130434782608696,False,25,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/discovery/MethodSelector.java,329,2,Marc Philipp,0.9861111111111112,False,161,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/whitespace/nowhitespaceafter/InputNoWhitespaceAfterTestAllTokens.java,316,2,vivek-0509,0.9285714285714286,False,50,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/whitespace/nowhitespaceafter/InputNoWhitespaceAfterSynchronized.java,59,2,Tahanima Chowdhury,0.9090909090909092,False,22,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/whitespace/nowhitespaceafter/InputNoWhitespaceAfterWithEmoji.java,54,2,vivek-0509,0.9230769230769232,False,17,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/whitespace/parenpad/InputParenPadWhitespace2.java,343,2,vivek-0509,0.9315068493150684,False,99,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/whitespace/parenpad/InputParenPadLeftRightAndNoSpace1.java,354,2,vivek-0509,0.9948453608247424,False,265,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/whitespace/parenpad/InputParenPadLambda.java,52,2,vivek-0509,0.935483870967742,False,45,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/whitespace/parenpad/InputParenPadCheckRecordsSpace.java,65,2,vivek-0509,0.9444444444444444,False,29,3
checkstyle,src/test/resources/com/puppycrawl/tools/checkstyle/checks/whitespace/parenpad/InputParenPadCheckRecords.java,65,2,vivek-0509,0.9523809523809524,False,32,3
junit5,platform-tooling-support-tests/src/test/java/platform/tooling/support/tests/UnalignedClasspathTests.java,74,3,Marc Philipp,0.9529411764705882,False,96,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical/NodeTreeWalker.java,136,2,Marc Philipp,0.9523809523809524,False,28,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical/NodeTestTask.java,307,3,Marc Philipp,0.9333333333333332,False,143,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical/Node.java,381,2,Marc Philipp,0.9545454545454546,False,25,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical/HierarchicalTestExecutor.java,71,2,Marc Philipp,0.9444444444444444,False,25,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical/ForkJoinPoolHierarchicalTestExecutorService.java,331,3,Marc Philipp,0.9347826086956522,False,100,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical/DefaultParallelExecutionConfigurationStrategy.java,228,2,Marc Philipp,0.9444444444444444,False,32,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical/CompositeLock.java,131,2,Marc Philipp,0.9545454545454546,False,26,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/support/discovery/EngineDiscoveryRequestResolution.java,263,2,Marc Philipp,0.9767441860465116,False,86,3
junit5,platform-tooling-support-tests/src/test/java/platform/tooling/support/tests/ModularUserGuideTests.java,193,3,Marc Philipp,0.9375,False,49,3
junit5,platform-tooling-support-tests/src/test/java/platform/tooling/support/tests/MavenSurefireCompatibilityTests.java,64,2,Marc Philipp,0.9375,False,36,3
junit5,platform-tooling-support-tests/src/test/java/platform/tooling/support/tests/MavenStarterTests.java,97,2,Marc Philipp,0.9861111111111112,False,106,3
junit5,platform-tooling-support-tests/src/test/java/platform/tooling/support/tests/ManagedResource.java,122,2,Marc Philipp,0.9210526315789472,False,47,3
junit5,platform-tooling-support-tests/src/test/java/platform/tooling/support/tests/LocalMavenRepo.java,83,2,Marc Philipp,0.9714285714285714,False,37,3
junit5,platform-tooling-support-tests/src/test/java/platform/tooling/support/tests/GradleStarterTests.java,114,2,Marc Philipp,0.9929577464788732,False,220,3
junit5,platform-tooling-support-tests/src/test/java/platform/tooling/support/tests/GradleModuleFileTests.java,168,2,Marc Philipp,0.9,False,20,3
checkstyle,src/xdocs-examples/java/com/puppycrawl/tools/checkstyle/checks/DescendantTokenCheckExamplesTest.java,188,2,Amit Kumar Deohoria,0.9782608695652174,False,81,3
checkstyle,src/xdocs-examples/java/com/puppycrawl/tools/checkstyle/checks/annotation/SuppressWarningsHolderExamplesTest.java,86,2,Harsh-Agrawal96,0.96,False,30,3
checkstyle,src/xdocs-examples/java/com/puppycrawl/tools/checkstyle/checks/UniquePropertiesCheckExamplesTest.java,68,2,ElinaZoldnere,0.9473684210526316,False,30,3
checkstyle,src/xdocs-examples/java/com/puppycrawl/tools/checkstyle/checks/TranslationCheckExamplesTest.java,114,2,Broilzzz,0.9855072463768116,False,84,3
checkstyle,src/xdocs-examples/java/com/puppycrawl/tools/checkstyle/checks/TrailingCommentCheckExamplesTest.java,88,2,daksh,0.9523809523809524,False,24,3
junit5,platform-tooling-support-tests/src/test/java/platform/tooling/support/tests/GraalVmStarterTests.java,64,2,Marc Philipp,0.9629629629629628,False,45,3
junit5,platform-tooling-support-tests/src/test/java/platform/tooling/support/tests/AntStarterTests.java,71,2,Marc Philipp,0.9473684210526316,False,28,3
junit5,platform-tooling-support-tests/src/main/java/platform/tooling/support/ThirdPartyJars.java,57,2,Marc Philipp,0.9615384615384616,False,32,3
junit5,junit-platform-launcher/src/main/java/org/junit/platform/launcher/LauncherConstants.java,276,2,Marc Philipp,0.984375,False,78,3
junit5,junit-platform-engine/src/testFixtures/java/org/junit/platform/engine/support/hierarchical/DemoHierarchicalTestDescriptor.java,70,2,Marc Philipp,0.9090909090909092,False,19,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/support/store/Namespace.java,104,2,Yongjun Hong,0.963302752293578,False,114,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical/ThrowableCollector.java,218,2,Marc Philipp,0.9090909090909092,False,21,3
junit5,junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical/ResourceLock.java,107,2,Marc Philipp,0.9285714285714286,False,16,3
junit5,platform-tooling-support-tests/src/main/java/platform/tooling/support/ProcessStarters.java,75,3,Marc Philipp,0.9375,False,29,3
junit5,platform-tooling-support-tests/src/main/java/platform/tooling/support/Helper.java,78,2,Marc Philipp,0.9333333333333332,False,37,3
junit5,platform-tooling-support-tests/src/archUnit/java/platform/tooling/support/tests/ArchUnitTests.java,272,4,Marc Philipp,0.9754901960784312,False,319,3
junit5,platform-tests/src/test/java/org/junit/platform/reporting/legacy/xml/XmlReportWriterTests.java,289,3,Marc Philipp,0.9508196721311476,False,114,3
checkstyle,src/xdocs-examples/java/com/puppycrawl/tools/checkstyle/checks/coding/MatchXpathCheckExamplesTest.java,79,2,atharv,0.9375,False,25,3
checkstyle,src/xdocs-examples/java/com/puppycrawl/tools/checkstyle/checks/coding/MagicNumberCheckExamplesTest.java,133,2,Ivan Babushkin,0.984126984126984,False,80,3
checkstyle,src/xdocs-examples/java/com/puppycrawl/tools/checkstyle/checks/coding/IllegalTypeCheckExamplesTest.java,140,2,gianmarco,0.9821428571428572,False,104,3
junit5,platform-tests/src/test/java/org/junit/platform/launcher/listeners/discovery/LoggingLauncherDiscoveryListenerTests.java,138,2,Marc Philipp,0.9166666666666666,False,14,3
junit5,platform-tests/src/test/java/org/junit/platform/launcher/listeners/discovery/CompositeLauncherDiscoveryListenerTests.java,68,2,Marc Philipp,0.9090909090909092,False,12,3
junit5,junit-platform-launcher/src/main/java/org/junit/platform/launcher/core/ClasspathAlignmentChecker.java,91,2,Marc Philipp,1.0,False,151,3
junit5,junit-platform-launcher/src/main/java/org/junit/platform/launcher/TestPlan.java,344,3,Marc Philipp,0.9516129032258064,False,144,3
guava,android/guava-testlib/test/com/google/common/collect/testing/features/FeatureEnumTest.java,117,2,cpovirk,0.9375,False,30,3
guava,android/guava-tests/test/com/google/common/base/CaseFormatTest.java,235,2,Éamonn McManus,0.9629629629629628,False,154,3
guava,android/guava-tests/test/com/google/common/cache/EmptyCachesTest.java,344,2,Éamonn McManus,0.9411764705882352,False,65,3
guava,android/guava-tests/test/com/google/common/cache/CacheStatsTest.java,133,2,Éamonn McManus,0.9555555555555556,False,88,3
guava,android/guava-tests/test/com/google/common/cache/CacheRefreshTest.java,103,2,Éamonn McManus,0.9444444444444444,False,69,3
guava,android/guava-tests/test/com/google/common/cache/CacheReferencesTest.java,149,3,Éamonn McManus,0.9166666666666666,False,84,3
guava,android/guava-tests/test/com/google/common/cache/CacheManualTest.java,157,2,Éamonn McManus,0.945054945054945,False,176,3
guava,android/guava-tests/test/com/google/common/cache/CacheBuilderFactory.java,244,2,cpovirk,0.9130434782608696,False,34,3
guava,android/guava-tests/test/com/google/common/base/ThrowablesTest.java,389,2,cpovirk,1.0,False,33,3
junit5,junit-platform-launcher/src/main/java/org/junit/platform/launcher/core/LauncherDiscoveryResult.java,148,3,Marc Philipp,0.9607843137254902,False,142,3
junit5,junit-platform-launcher/src/main/java/org/junit/platform/launcher/core/LauncherConfigurationParameters.java,325,3,Marc Philipp,0.9746835443037974,False,145,3
junit5,junit-platform-launcher/src/main/java/org/junit/platform/launcher/core/InterceptingLauncher.java,61,2,Marc Philipp,0.9333333333333332,False,20,3
dropwizard,dropwizard-request-logging/src/main/java/io/dropwizard/request/logging/LogbackAccessRequestLog.java,73,2,Joe Barnett,0.9428571428571428,False,78,3
dropwizard,dropwizard-testing/src/test/java/io/dropwizard/testing/junit5/LogbackExcludedTest.java,138,2,Jochen Schalanda,0.9230769230769232,False,29,3
flask,src/flask/typing.py,87,2,David Lord,0.9,False,63,3
